Work Order #,Installation,Trade,Age,Condition Index,Remaining Service Life,Mission Criticality,predicted_ttf,hazard_score,risk_rank
USSPC-FAC-2026-0352,Vandenberg SFB,Fire Protection,15,57.87,15,2,22.353366634700883,0.0447359906157322,241
USSPC-FAC-2026-0418,Vandenberg SFB,Plumbing,15,58.33,15,3,22.493209809267945,0.04445786121587533,242
USSPC-FAC-2026-0337,Peterson SFB,Power Production,17,72.61,8,4,22.51236411862405,0.044420034907516406,243
USSPC-FAC-2026-0102,Schriever SFB,Fire Protection,17,75.46,10,3,22.568236117011676,0.04431006458879662,244
USSPC-FAC-2026-0413,Peterson SFB,HVAC,15,64.25,18,1,22.692670580675802,0.04406709190286141,245
USSPC-FAC-2026-0028,Schriever SFB,Lighting,16,65.36,16,2,22.899720718137125,0.04366865484119097,246
USSPC-FAC-2026-0487,Peterson SFB,Structural,16,70.64,12,2,23.104030295821413,0.04328249172097301,247
USSPC-FAC-2026-0285,Schriever SFB,HVAC,17,74.17,10,5,23.20459953907563,0.04309490445271591,248
USSPC-FAC-2026-0149,Buckley SFB,ESS,14,58.34,16,1,24.081214305820748,0.04152614512293455,249
USSPC-FAC-2026-0245,Buckley SFB,Structural,15,63.19,20,2,24.339464031126433,0.04108553905382443,250
USSPC-FAC-2026-0004,Buckley SFB,Plumbing,18,80.56,7,5,24.452928861546294,0.04089489670795879,251
USSPC-FAC-2026-0103,Buckley SFB,Structural,14,57.17,14,2,24.5253630415581,0.04077411609791485,252
USSPC-FAC-2026-0286,Vandenberg SFB,Power Production,16,69.74,17,2,24.593959857423453,0.040660390022477795,253
USSPC-FAC-2026-0048,Vandenberg SFB,ESS,16,72.62,18,2,24.983378912302136,0.040026611432754884,254
USSPC-FAC-2026-0498,Vandenberg SFB,Fire Protection,13,45.45,21,5,25.233118600134844,0.03963045614166202,255
USSPC-FAC-2026-0377,Schriever SFB,Structural,16,76.14,18,2,25.47292694723291,0.03925736536172294,256
USSPC-FAC-2026-0308,Buckley SFB,ESS,15,67.93,20,3,25.924732210884073,0.038573204608847084,257
USSPC-FAC-2026-0275,Buckley SFB,Plumbing,16,72.8,17,4,26.24590165088622,0.03810118674152061,258
USSPC-FAC-2026-0224,Vandenberg SFB,Lighting,16,72.44,10,5,26.528180021771632,0.03769576349298375,259
USSPC-FAC-2026-0230,Schriever SFB,Plumbing,13,55.26,13,4,26.591595148632912,0.03760586735810809,260
USSPC-FAC-2026-0375,Vandenberg SFB,Electrical,13,52.13,19,4,26.937500088622038,0.03712296971545566,261
USSPC-FAC-2026-0142,Peterson SFB,ESS,14,66.9,12,2,27.257760866231155,0.036686799216837755,262
USSPC-FAC-2026-0222,Buckley SFB,HVAC,14,62.85,20,3,27.464435976950647,0.0364107240665435,263
USSPC-FAC-2026-0017,Schriever SFB,Power Production,13,51.14,18,4,27.544066810697,0.036305459425172486,264
USSPC-FAC-2026-0172,Vandenberg SFB,Structural,15,74.26,13,2,27.561082399269853,0.03628304525610692,265
USSPC-FAC-2026-0493,Peterson SFB,Structural,15,77.79,15,2,28.492553413836227,0.03509688954428323,266
USSPC-FAC-2026-0003,Peterson SFB,Fire Protection,14,67.71,17,2,28.6393472377293,0.03491699694476996,267
USSPC-FAC-2026-0268,Buckley SFB,Lighting,15,70.04,10,2,28.67238882704599,0.03487675917176191,268
USSPC-FAC-2026-0031,Peterson SFB,Structural,13,62.46,15,1,29.002253753368745,0.034480078979511906,269
USSPC-FAC-2026-0239,Peterson SFB,ESS,14,71.42,18,3,29.32869223972765,0.034096303777412684,270
USSPC-FAC-2026-0084,Peterson SFB,Power Production,16,82.25,13,5,29.56864350738166,0.03381961028243839,271
USSPC-FAC-2026-0379,Vandenberg SFB,Power Production,13,61.09,14,2,30.114926329529602,0.03320612473222079,272
USSPC-FAC-2026-0358,Schriever SFB,HVAC,15,77.7,19,4,30.289303379739085,0.0330149553940852,273
USSPC-FAC-2026-0261,Buckley SFB,Electrical,17,87.5,17,4,30.299103520684383,0.033004276820181394,274
USSPC-FAC-2026-0312,Peterson SFB,Lighting,13,61.35,13,2,30.350705483912822,0.03294816328174127,275
USSPC-FAC-2026-0079,Peterson SFB,HVAC,13,64.72,21,1,30.768594750458586,0.03250067180871481,276
USSPC-FAC-2026-0322,Peterson SFB,Fire Protection,13,64.18,17,2,31.210121280712293,0.03204088798648774,277
USSPC-FAC-2026-0311,Buckley SFB,Fire Protection,15,79.89,16,1,31.482907550660343,0.03176326704866322,278
USSPC-FAC-2026-0429,Peterson SFB,ESS,15,79.92,12,5,31.75914551204473,0.03148699323855384,279
USSPC-FAC-2026-0460,Peterson SFB,Lighting,13,65.24,18,4,31.763573043517255,0.03148260425960151,280
USSPC-FAC-2026-0303,Peterson SFB,Structural,12,58.78,18,3,32.344017310265535,0.030917618872366052,281
USSPC-FAC-2026-0342,Buckley SFB,Power Production,14,73.67,21,1,32.55932076872393,0.0307131714172793,282
USSPC-FAC-2026-0145,Buckley SFB,Plumbing,14,75.77,12,1,33.120682170973076,0.030192614839207592,283
USSPC-FAC-2026-0476,Buckley SFB,HVAC,12,58.53,20,2,33.14998972313279,0.03016592187062363,284
USSPC-FAC-2026-0112,Peterson SFB,HVAC,14,74.19,11,5,33.30507297593195,0.030025455903449128,285
USSPC-FAC-2026-0086,Schriever SFB,Plumbing,15,87.65,19,1,33.435628307524595,0.02990821619389018,286
USSPC-FAC-2026-0444,Buckley SFB,Plumbing,12,62.25,23,1,33.46021440081361,0.029886240058751214,287
USSPC-FAC-2026-0331,Peterson SFB,ESS,10,52.46,19,1,33.801778850254344,0.02958424183620962,288
USSPC-FAC-2026-0422,Buckley SFB,Electrical,13,64.8,22,4,34.238088405849744,0.02920723809537057,289
USSPC-FAC-2026-0277,Buckley SFB,ESS,14,76.57,17,2,34.564630063276574,0.0289313092073986,290
USSPC-FAC-2026-0270,Schriever SFB,HVAC,12,61.63,21,5,34.60450059956963,0.028897975196106044,291
USSPC-FAC-2026-0409,Vandenberg SFB,Lighting,13,67.13,14,3,34.62899517881146,0.02887753441404713,292
USSPC-FAC-2026-0052,Vandenberg SFB,Power Production,14,74.37,12,4,35.06671340283786,0.02851707225916052,293
USSPC-FAC-2026-0083,Vandenberg SFB,HVAC,13,71.62,15,3,35.07660199862373,0.02850903288862576,294
USSPC-FAC-2026-0325,Buckley SFB,Lighting,13,67.62,13,4,35.23243633580488,0.02838293640748745,295
USSPC-FAC-2026-0284,Buckley SFB,ESS,13,72.6,14,1,35.79116661844849,0.027939854843528678,296
USSPC-FAC-2026-0231,Buckley SFB,Structural,11,58.09,21,3,36.35522524570607,0.02750636237958972,297
USSPC-FAC-2026-0241,Vandenberg SFB,Plumbing,12,70.7,19,2,36.43539605383185,0.027445838615903603,298
USSPC-FAC-2026-0349,Vandenberg SFB,Lighting,13,74.68,18,3,36.61246475370944,0.027313102429103293,299
USSPC-FAC-2026-0162,Buckley SFB,ESS,12,66.52,13,1,36.73949323854493,0.027218666123321984,300
USSPC-FAC-2026-0403,Schriever SFB,ESS,12,67.76,14,3,37.064067732706235,0.02698030899392016,301
USSPC-FAC-2026-0427,Vandenberg SFB,HVAC,12,67.76,14,4,37.39051955473963,0.02674474738271562,302
USSPC-FAC-2026-0157,Peterson SFB,Power Production,12,73.02,14,1,38.159331564731154,0.026205909773436706,303
USSPC-FAC-2026-0432,Vandenberg SFB,Fire Protection,13,73.1,14,4,38.267460925054564,0.02613186179136535,304
USSPC-FAC-2026-0050,Schriever SFB,Fire Protection,12,68.57,23,4,38.27800141850869,0.026124665942367273,305
USSPC-FAC-2026-0376,Peterson SFB,Fire Protection,13,84.05,15,1,38.973508479787775,0.025658454653078373,306
USSPC-FAC-2026-0442,Buckley SFB,Plumbing,11,64.93,19,3,39.51857759264271,0.02530455448847362,307
USSPC-FAC-2026-0316,Schriever SFB,HVAC,11,67.88,22,1,39.816131046217755,0.025115448782284253,308
USSPC-FAC-2026-0107,Vandenberg SFB,Structural,13,81.1,22,3,40.44640681592294,0.02472407510885046,309
USSPC-FAC-2026-0151,Vandenberg SFB,ESS,13,80.02,19,3,40.85501018642946,0.024476802121375152,310
USSPC-FAC-2026-0195,Schriever SFB,Lighting,12,74.93,22,3,41.82000170144512,0.02391200285306168,311
USSPC-FAC-2026-0116,Peterson SFB,Plumbing,13,86.38,17,1,41.83095786262155,0.023905739937491594,312
USSPC-FAC-2026-0369,Peterson SFB,Electrical,12,75.79,21,2,42.329835863525425,0.023623998997399264,313
USSPC-FAC-2026-0457,Schriever SFB,Power Production,10,62.71,19,2,42.89191909468629,0.023314414955237714,314
USSPC-FAC-2026-0390,Buckley SFB,Power Production,11,68.42,21,2,43.00035281623934,0.023255623140430233,315
USSPC-FAC-2026-0240,Vandenberg SFB,Power Production,12,75.23,23,4,43.2192656870261,0.0231378294865428,316
USSPC-FAC-2026-0269,Buckley SFB,ESS,11,67.77,16,3,43.23275593781528,0.023130609610878625,317
USSPC-FAC-2026-0096,Vandenberg SFB,Lighting,11,67.49,16,3,43.233848535597915,0.023130025058412725,318
USSPC-FAC-2026-0298,Peterson SFB,Fire Protection,12,79.88,22,4,44.94188956896126,0.022250955836326063,319
USSPC-FAC-2026-0335,Buckley SFB,Electrical,11,68.83,23,2,44.98864069204751,0.022227833173380732,320
USSPC-FAC-2026-0109,Schriever SFB,Fire Protection,13,90.01,15,2,45.13459535473544,0.022155953590377805,321
USSPC-FAC-2026-0067,Schriever SFB,HVAC,10,61.16,21,4,45.308768620047495,0.022070782995359008,322
USSPC-FAC-2026-0138,Peterson SFB,Electrical,10,69.57,25,2,46.850526337268846,0.02134447738753611,323
USSPC-FAC-2026-0304,Schriever SFB,Plumbing,10,68.28,23,3,47.05663158860296,0.02125098984437718,324
USSPC-FAC-2026-0123,Peterson SFB,Electrical,10,69.79,25,3,48.111971439349816,0.020784847722579915,325
USSPC-FAC-2026-0131,Vandenberg SFB,HVAC,9,64.66,17,1,48.47247800629313,0.0206302636285723,326
USSPC-FAC-2026-0264,Peterson SFB,Electrical,9,59.98,16,3,48.73355601955074,0.020519742076667336,327
USSPC-FAC-2026-0071,Vandenberg SFB,HVAC,9,61.84,23,4,48.81694614242527,0.02048468982640705,328
USSPC-FAC-2026-0489,Schriever SFB,Lighting,11,80.04,16,1,49.63451338698533,0.020147271157940072,329
USSPC-FAC-2026-0471,Buckley SFB,Power Production,12,83.27,20,2,49.96390844022914,0.020014447052241334,330
USSPC-FAC-2026-0165,Schriever SFB,Structural,12,86.74,23,4,50.423325075962154,0.019832091566621433,331
USSPC-FAC-2026-0005,Peterson SFB,Fire Protection,9,70.08,25,1,50.51831415197303,0.019794801485095565,332
USSPC-FAC-2026-0047,Schriever SFB,ESS,13,95.42,15,4,50.55344362082419,0.019781046124186796,333
USSPC-FAC-2026-0340,Peterson SFB,Fire Protection,10,75.05,15,3,50.66608265981911,0.019737069603627616,334
USSPC-FAC-2026-0029,Schriever SFB,Lighting,8,57.68,21,3,51.84377111440965,0.01928872029376845,335
USSPC-FAC-2026-0242,Schriever SFB,HVAC,11,81.0,17,3,51.969099128047375,0.01924220386303188,336
USSPC-FAC-2026-0013,Peterson SFB,Lighting,9,64.15,26,3,52.19968995906905,0.01915720190645045,337
USSPC-FAC-2026-0494,Peterson SFB,Electrical,9,70.4,22,1,52.2381616185006,0.019143093267773827,338
USSPC-FAC-2026-0307,Vandenberg SFB,HVAC,11,85.8,18,1,52.805509875238705,0.018937417749826803,339
USSPC-FAC-2026-0468,Buckley SFB,ESS,9,70.11,19,2,53.37172962257594,0.018736511015693326,340
USSPC-FAC-2026-0008,Peterson SFB,Lighting,10,76.51,24,2,53.458964006221784,0.018705936760832396,341
USSPC-FAC-2026-0097,Schriever SFB,ESS,9,72.85,24,2,53.71749176057036,0.018615910148172977,342
USSPC-FAC-2026-0051,Vandenberg SFB,HVAC,9,66.28,24,4,54.34232313133841,0.018401863269318253,343
USSPC-FAC-2026-0054,Buckley SFB,Lighting,11,77.69,23,5,54.485600245470394,0.018353473128583805,344
USSPC-FAC-2026-0348,Buckley SFB,Plumbing,9,68.62,22,3,55.17361337258157,0.01812460592796607,345
USSPC-FAC-2026-0080,Schriever SFB,Electrical,9,65.68,21,5,55.255916805094536,0.01809760941126582,346
USSPC-FAC-2026-0090,Vandenberg SFB,Lighting,10,77.37,15,4,55.728821916219864,0.01794403623861552,347
USSPC-FAC-2026-0467,Buckley SFB,Electrical,10,80.94,23,1,57.19145306554195,0.017485130144428932,348
USSPC-FAC-2026-0076,Peterson SFB,ESS,8,67.96,18,4,58.08492899480991,0.017216169793189445,349
USSPC-FAC-2026-0367,Schriever SFB,Fire Protection,8,67.22,25,2,58.83354675861783,0.016997105479681487,350
USSPC-FAC-2026-0023,Peterson SFB,Plumbing,8,70.19,21,3,59.43316738433901,0.016825621854094655,351
USSPC-FAC-2026-0213,Buckley SFB,Electrical,10,83.34,24,2,59.56721608294976,0.01678775786008632,352
USSPC-FAC-2026-0068,Buckley SFB,Plumbing,8,70.27,21,1,59.63120685445018,0.01676974276976874,353
USSPC-FAC-2026-0364,Peterson SFB,Power Production,8,68.64,23,2,59.97559518351583,0.0166734485408633,354
USSPC-FAC-2026-0353,Buckley SFB,ESS,12,95.33,23,4,60.07930559164813,0.01664466641470327,355
USSPC-FAC-2026-0163,Peterson SFB,Plumbing,7,61.28,25,5,60.22877870058335,0.016603358420586977,356
USSPC-FAC-2026-0227,Schriever SFB,ESS,8,69.84,22,4,60.55784260416054,0.01651313780341469,357
USSPC-FAC-2026-0440,Schriever SFB,Electrical,10,80.32,23,5,61.275483197610185,0.01631974074810725,358
USSPC-FAC-2026-0211,Schriever SFB,Electrical,9,74.28,26,3,61.31161209407211,0.01631012406696585,359
USSPC-FAC-2026-0318,Peterson SFB,Fire Protection,9,75.07,21,4,62.13610807950834,0.016093701889413746,360
USSPC-FAC-2026-0192,Schriever SFB,Structural,9,80.04,20,3,62.17492369533987,0.016083654640254137,361
USSPC-FAC-2026-0380,Schriever SFB,Power Production,9,78.07,21,1,62.19379389380257,0.016078774703912172,362
USSPC-FAC-2026-0228,Vandenberg SFB,Fire Protection,9,78.11,17,4,63.72627613830918,0.01569211415758292,363
USSPC-FAC-2026-0201,Vandenberg SFB,Power Production,9,78.79,26,4,63.902974606647334,0.01564872380598035,364
USSPC-FAC-2026-0317,Buckley SFB,ESS,10,85.89,15,3,64.22819836390117,0.015569485451456165,365
USSPC-FAC-2026-0431,Vandenberg SFB,HVAC,9,77.36,19,5,64.55602457930951,0.015490421018280987,366
USSPC-FAC-2026-0430,Schriever SFB,Electrical,7,68.44,22,2,66.7431216248155,0.014982817339909884,367
USSPC-FAC-2026-0294,Buckley SFB,Fire Protection,9,80.93,20,4,67.11320472532014,0.01490019742154743,368
USSPC-FAC-2026-0428,Peterson SFB,ESS,7,70.13,24,2,67.19385813564081,0.014882312576565422,369
USSPC-FAC-2026-0385,Schriever SFB,HVAC,8,74.09,26,5,67.30074571021959,0.014858676370478172,370
USSPC-FAC-2026-0238,Schriever SFB,Plumbing,10,91.47,18,4,67.30848087192489,0.014856968795697647,371
USSPC-FAC-2026-0313,Buckley SFB,HVAC,8,77.56,17,2,68.48793681747365,0.01460111147259535,372
USSPC-FAC-2026-0404,Buckley SFB,Fire Protection,9,84.51,25,2,68.962888512244,0.01450055271136816,373
USSPC-FAC-2026-0046,Buckley SFB,Structural,8,75.09,25,3,69.9954940710212,0.014286633922254283,374
USSPC-FAC-2026-0075,Schriever SFB,Plumbing,8,80.03,19,5,71.93270760157128,0.0139018818190316,375
USSPC-FAC-2026-0401,Schriever SFB,Plumbing,9,91.88,21,1,72.56152051243448,0.013781409112404629,376
USSPC-FAC-2026-0204,Schriever SFB,HVAC,8,79.31,25,5,75.87891245976782,0.013178892100360764,377
USSPC-FAC-2026-0152,Schriever SFB,Structural,8,80.08,17,5,76.48493241298391,0.013074470597691765,378
USSPC-FAC-2026-0475,Peterson SFB,ESS,7,79.51,22,1,77.34027390616866,0.012929874042251615,379
USSPC-FAC-2026-0490,Vandenberg SFB,Structural,7,77.0,22,4,77.6955392101492,0.012870751785314492,380
USSPC-FAC-2026-0040,Buckley SFB,Lighting,8,79.43,27,4,77.9892913322354,0.012822273198252142,381
USSPC-FAC-2026-0365,Schriever SFB,Plumbing,8,87.08,24,4,79.75153802278236,0.012538943132536621,382
USSPC-FAC-2026-0137,Schriever SFB,HVAC,7,82.35,19,3,83.60602843777416,0.011960859984448067,383
USSPC-FAC-2026-0371,Peterson SFB,Electrical,8,90.9,20,2,83.99831531664209,0.011905000668529788,384
USSPC-FAC-2026-0043,Buckley SFB,Electrical,8,86.82,18,4,85.09734388271416,0.011751248092751932,385
USSPC-FAC-2026-0405,Buckley SFB,Power Production,7,84.68,27,2,86.99357533733058,0.01149510174886307,386
USSPC-FAC-2026-0327,Schriever SFB,Fire Protection,7,80.64,21,5,87.20963507009084,0.011466622916106629,387
USSPC-FAC-2026-0101,Peterson SFB,Fire Protection,7,85.45,19,2,88.08488324961594,0.011352685762961036,388
USSPC-FAC-2026-0057,Vandenberg SFB,ESS,7,88.52,18,1,88.71293428283235,0.011272313424013516,389
USSPC-FAC-2026-0085,Peterson SFB,Plumbing,8,92.91,23,5,90.04263573469214,0.011105849932541616,390
USSPC-FAC-2026-0310,Peterson SFB,Fire Protection,6,84.18,29,1,91.23592725682994,0.010960594472668549,391
USSPC-FAC-2026-0095,Schriever SFB,Electrical,5,76.59,21,1,91.87875650920164,0.01088390872921588,392
USSPC-FAC-2026-0121,Buckley SFB,ESS,6,81.41,22,1,92.163844020105,0.01085024187773522,393
USSPC-FAC-2026-0436,Schriever SFB,Lighting,5,70.44,20,5,92.42397436047973,0.010819703512204704,394
USSPC-FAC-2026-0012,Vandenberg SFB,Lighting,7,86.3,22,5,93.45864135656032,0.010699920151683279,395
USSPC-FAC-2026-0479,Schriever SFB,HVAC,8,98.21,23,4,95.13963566359922,0.010510866402052071,396
USSPC-FAC-2026-0114,Peterson SFB,Power Production,6,85.45,24,3,98.54678643810068,0.010147464327800492,397
USSPC-FAC-2026-0177,Vandenberg SFB,Plumbing,7,93.07,19,5,99.75810919862184,0.010024247733173907,398
USSPC-FAC-2026-0092,Schriever SFB,Plumbing,8,100.0,19,5,101.73033567965287,0.009829909567476347,399
USSPC-FAC-2026-0033,Schriever SFB,Electrical,5,82.73,30,1,102.84670075703346,0.009723209326494727,400
USSPC-FAC-2026-0226,Buckley SFB,ESS,7,91.66,21,5,103.02087116861941,0.009706770954821864,401
USSPC-FAC-2026-0055,Peterson SFB,ESS,4,75.23,26,2,103.8744900199917,0.009627002739628757,402
USSPC-FAC-2026-0462,Schriever SFB,HVAC,5,82.78,24,2,104.36383366425197,0.009581863418481653,403
USSPC-FAC-2026-0110,Buckley SFB,ESS,5,83.53,24,2,105.41362570597028,0.009486439663780233,404
USSPC-FAC-2026-0357,Schriever SFB,Electrical,3,68.61,22,1,107.87219574627912,0.00927022939583107,405
USSPC-FAC-2026-0496,Schriever SFB,Electrical,7,96.7,22,5,110.23742497809886,0.00907132945275774,406
USSPC-FAC-2026-0458,Peterson SFB,HVAC,6,93.26,29,3,112.07512977819283,0.008922586143590407,407
USSPC-FAC-2026-0356,Peterson SFB,Power Production,5,83.22,21,5,112.57676390732645,0.00888282772831526,408
USSPC-FAC-2026-0136,Peterson SFB,Plumbing,5,88.33,24,3,114.25338682928091,0.008752475771192801,409
USSPC-FAC-2026-0045,Schriever SFB,Lighting,5,89.51,27,2,115.04438342232874,0.008692297444274119,410
USSPC-FAC-2026-0019,Peterson SFB,Structural,5,86.23,21,3,115.40058495885982,0.00866546734019155,411
USSPC-FAC-2026-0127,Schriever SFB,Lighting,5,82.86,21,5,116.21098104139618,0.008605038792709135,412
USSPC-FAC-2026-0355,Schriever SFB,Fire Protection,4,78.24,26,4,117.45097431708007,0.008514190757586394,413
USSPC-FAC-2026-0482,Peterson SFB,ESS,5,95.27,20,1,119.7252571806678,0.008352456478677512,414
USSPC-FAC-2026-0454,Vandenberg SFB,Plumbing,5,89.6,29,4,121.7784260113579,0.008211635120877102,415
USSPC-FAC-2026-0144,Buckley SFB,Lighting,5,83.47,22,5,124.13947521321187,0.008055455351994048,416
USSPC-FAC-2026-0334,Schriever SFB,Fire Protection,5,94.4,20,1,124.3059774123454,0.00804466543618268,417
USSPC-FAC-2026-0089,Schriever SFB,Electrical,5,93.8,25,3,125.00334246126953,0.007999786088198686,418
USSPC-FAC-2026-0336,Buckley SFB,Plumbing,4,79.83,27,5,127.37115089169367,0.007851071400385797,419
USSPC-FAC-2026-0155,Peterson SFB,Power Production,4,85.87,30,2,128.25111800260555,0.007797202984068209,420
USSPC-FAC-2026-0218,Peterson SFB,Structural,5,95.66,27,4,128.43856382965362,0.007785823588982876,421
USSPC-FAC-2026-0024,Buckley SFB,Electrical,2,70.1,25,1,128.66540502490514,0.007772096934731095,422
USSPC-FAC-2026-0333,Buckley SFB,Fire Protection,5,89.65,25,5,128.90258155013504,0.007757796531104092,423
USSPC-FAC-2026-0139,Peterson SFB,Structural,3,82.14,27,3,129.4423682825254,0.007725445796984844,424
USSPC-FAC-2026-0280,Vandenberg SFB,Plumbing,4,88.43,26,2,131.32539611038848,0.007614673396145158,425
USSPC-FAC-2026-0104,Schriever SFB,HVAC,5,91.88,29,5,131.38941419456745,0.007610963228126996,426
USSPC-FAC-2026-0283,Peterson SFB,ESS,4,88.94,27,5,131.82960260995696,0.007585549680815551,427
USSPC-FAC-2026-0120,Peterson SFB,Structural,4,84.84,25,5,133.58636146074443,0.007485794126474948,428
USSPC-FAC-2026-0412,Vandenberg SFB,Electrical,5,99.58,28,2,134.6311294635942,0.007427702671620321,429
USSPC-FAC-2026-0122,Peterson SFB,Power Production,2,72.27,27,5,136.5616317552097,0.0073227010189254775,430
USSPC-FAC-2026-0063,Peterson SFB,ESS,3,85.68,25,1,136.9257954159456,0.007303225787093333,431
USSPC-FAC-2026-0022,Schriever SFB,Electrical,5,97.12,22,4,137.33342831144233,0.007281548362225529,432
USSPC-FAC-2026-0148,Vandenberg SFB,Structural,4,87.35,26,5,141.6366869677397,0.007060317643745564,433
USSPC-FAC-2026-0420,Schriever SFB,Lighting,4,95.32,25,2,141.63850509157655,0.007060227014916945,434
USSPC-FAC-2026-0345,Buckley SFB,Electrical,3,85.74,32,2,142.01025959831412,0.007041744750193186,435
USSPC-FAC-2026-0426,Peterson SFB,Electrical,4,91.37,25,3,142.34621719498227,0.007025125217273776,436
USSPC-FAC-2026-0411,Peterson SFB,HVAC,3,86.97,30,4,143.15392698030863,0.006985487727050295,437
USSPC-FAC-2026-0259,Peterson SFB,Fire Protection,5,100.0,24,5,143.92346569092453,0.00694813729782952,438
USSPC-FAC-2026-0015,Buckley SFB,Electrical,5,100.0,20,4,146.01833170165168,0.006848455179197808,439
USSPC-FAC-2026-0111,Schriever SFB,ESS,2,78.33,31,5,147.40697393809737,0.0067839395469846886,440
USSPC-FAC-2026-0233,Vandenberg SFB,Plumbing,2,81.85,27,1,147.59582002373654,0.006775259623471578,441
USSPC-FAC-2026-0272,Schriever SFB,ESS,3,86.66,31,4,147.85510764266044,0.00676337812026638,442
USSPC-FAC-2026-0143,Schriever SFB,Lighting,5,100.0,26,5,147.95858836627193,0.0067586478827744495,443
USSPC-FAC-2026-0094,Buckley SFB,Plumbing,2,84.96,28,1,149.5550882855744,0.006686499345916649,444
USSPC-FAC-2026-0338,Vandenberg SFB,Structural,2,80.23,30,2,150.44134520438573,0.0066471088691837064,445
USSPC-FAC-2026-0473,Peterson SFB,Electrical,3,89.87,24,4,150.94790315556972,0.0066248021939687455,446
USSPC-FAC-2026-0383,Buckley SFB,HVAC,5,100.0,27,5,151.13975626510955,0.006616392832114478,447
USSPC-FAC-2026-0495,Schriever SFB,Lighting,4,100.0,26,2,152.2010265206836,0.006570257920462208,448
USSPC-FAC-2026-0344,Buckley SFB,ESS,2,78.51,29,5,153.0723403941325,0.006532858891588042,449
USSPC-FAC-2026-0437,Buckley SFB,Lighting,2,84.46,28,1,154.23936726133837,0.006483429086593899,450
USSPC-FAC-2026-0273,Peterson SFB,Power Production,4,98.18,31,2,154.74473747212997,0.006462255300798861,451
USSPC-FAC-2026-0133,Buckley SFB,Plumbing,3,95.44,29,1,155.7412109500073,0.006420908081426172,452
USSPC-FAC-2026-0278,Peterson SFB,ESS,2,83.31,25,5,156.73826904183514,0.00638006280223172,453
USSPC-FAC-2026-0391,Vandenberg SFB,Lighting,4,100.0,27,1,159.3249605261958,0.006276480450378537,454
USSPC-FAC-2026-0474,Schriever SFB,HVAC,4,96.8,25,5,163.0745338756414,0.006132165312596187,455
USSPC-FAC-2026-0159,Peterson SFB,ESS,3,100.0,32,2,163.85121704657905,0.006103097786058699,456
USSPC-FAC-2026-0500,Buckley SFB,Electrical,4,97.96,24,5,166.41854973316788,0.0060089455268260645,457
USSPC-FAC-2026-0221,Schriever SFB,Power Production,3,100.0,23,1,167.02451087143544,0.005987145208703738,458
USSPC-FAC-2026-0229,Buckley SFB,ESS,1,76.89,26,4,167.90350050722282,0.005955801975414934,459
USSPC-FAC-2026-0205,Buckley SFB,Structural,2,83.57,33,5,170.97228099791258,0.005848901319929218,460
USSPC-FAC-2026-0053,Schriever SFB,Lighting,2,84.96,28,4,171.35345996973922,0.005835890329711455,461
USSPC-FAC-2026-0323,Schriever SFB,Plumbing,3,100.0,32,3,172.0627800611387,0.0058118321675650715,462
USSPC-FAC-2026-0435,Schriever SFB,ESS,3,100.0,32,1,172.67679496634585,0.005791166092669816,463
USSPC-FAC-2026-0214,Buckley SFB,Power Production,3,100.0,22,1,173.09928925776492,0.005777031230387572,464
USSPC-FAC-2026-0197,Peterson SFB,Structural,3,100.0,28,3,173.37647726304888,0.005767795122995768,465
USSPC-FAC-2026-0393,Peterson SFB,Electrical,3,100.0,27,1,174.6866076655202,0.005724537292032953,466
USSPC-FAC-2026-0115,Buckley SFB,Power Production,2,86.8,33,5,175.02537332376897,0.0057134573177007875,467
USSPC-FAC-2026-0202,Peterson SFB,HVAC,2,88.43,25,4,175.51752140776676,0.0056974368825365,468
USSPC-FAC-2026-0088,Vandenberg SFB,Power Production,3,100.0,32,2,175.58192829749325,0.005695346951114882,469
USSPC-FAC-2026-0160,Vandenberg SFB,Structural,3,100.0,25,4,177.8173789100451,0.005623747274476943,470
USSPC-FAC-2026-0234,Schriever SFB,Fire Protection,2,92.64,27,4,178.11199361545943,0.0056144450449472924,471
USSPC-FAC-2026-0188,Schriever SFB,Plumbing,2,96.5,29,3,180.16268199180556,0.005550539040296279,472
USSPC-FAC-2026-0341,Buckley SFB,Plumbing,2,93.11,25,3,180.78969721397243,0.0055312886486913945,473
USSPC-FAC-2026-0282,Schriever SFB,Structural,3,100.0,30,3,183.2286830045936,0.005457660796344477,474
USSPC-FAC-2026-0216,Vandenberg SFB,Fire Protection,1,80.52,25,5,183.53569096236063,0.005448531534964931,475
USSPC-FAC-2026-0321,Peterson SFB,Lighting,3,100.0,32,3,184.10441191115117,0.005431700357526468,476
USSPC-FAC-2026-0153,Buckley SFB,Power Production,3,99.2,32,2,185.9044044080639,0.005379108704735042,477
USSPC-FAC-2026-0373,Buckley SFB,ESS,2,98.03,27,1,187.46879934366729,0.005334220966374264,478
USSPC-FAC-2026-0185,Peterson SFB,ESS,2,98.88,25,1,188.55115659136476,0.005303600455590087,479
USSPC-FAC-2026-0020,Vandenberg SFB,Fire Protection,2,98.04,25,1,189.21220067617665,0.0052850714511345365,480
USSPC-FAC-2026-0171,Buckley SFB,Structural,1,89.2,24,3,192.11994702184046,0.005205081593564663,481
USSPC-FAC-2026-0350,Peterson SFB,Electrical,2,100.0,29,2,197.1114765084115,0.005073271316890197,482
