id,installation_id,facility_id,system_id,requesting_organization,work_category,room_area,impacts_mission,status,priority,trade,request_datetime,completion_datetime,problem_description,requested_action,actions_taken
5fa560b3-4a16-423a-8198-dcbe82b8ff98,78c6dda1-d13b-4594-8a93-afa8c335ff6e,e19128cd-fa51-4162-a429-85f58ba06283,0fba1804-9cb3-4f7c-bcad-5adfa209845a,J4,,,False,In Progress,Emergency,Electrical,2025-11-07 07:34:36.079056,,example text,example text,
3c38104b-184b-42b3-abbb-08c1c9ef3557,78c6dda1-d13b-4594-8a93-afa8c335ff6e,e19128cd-fa51-4162-a429-85f58ba06283,0fba1804-9cb3-4f7c-bcad-5adfa209845a,J4,,,False,In Progress,Routine,Plumbing,2025-12-04 16:38:14.079069,,CCTV recorder NVR-1 condition is critical; recorder is failed; storage is offline and recording has stopped. Work scope: distribution pathway; verify downstream impacts and restore normal routing.,"Inspect recorder status and storage array. restore recording service, replace failed drives as required, and verify retention. perform functional check. Confirm load/flow parameters stabilize within tolerance and document results.",
521ceeb2-622a-49df-b547-7670b02dd239,78c6dda1-d13b-4594-8a93-afa8c335ff6e,e19128cd-fa51-4162-a429-85f58ba06283,0fba1804-9cb3-4f7c-bcad-5adfa209845a,J1,,,False,Completed,Emergency,Fire Protection,1978-10-31 02:08:15.000000,1979-10-18 02:08:15,example text,example text,example text
a4c7113d-7e03-4e46-bab0-30c52ba7dedf,78c6dda1-d13b-4594-8a93-afa8c335ff6e,e19128cd-fa51-4162-a429-85f58ba06283,0fba1804-9cb3-4f7c-bcad-5adfa209845a,J2,,,False,Completed,Routine,HVAC,2023-10-27 23:15:07.000000,2024-03-20 23:15:07,Plumbing PM due for Hose bib freeze protection verification; indicators include vacuum breaker wear indicators. Work scope: distribution equipment support; verify protective devices/controls normal.,Inspect hose bibs and vacuum breakers. repair/replace degraded parts and verify freeze protection. Verify protective devices/controls are normal and alarms cleared.,Conducted PM actions and verified equipment condition on affected equipment. Completed visual inspection and confirmed the as-found condition matched the report. Replaced the fitting and seal set as required and verified correct installation. Documented as-left condition and verified systems within tolerance.
04a13406-4bb5-46e4-ac6b-3266802acb6e,78c6dda1-d13b-4594-8a93-afa8c335ff6e,e19128cd-fa51-4162-a429-85f58ba06283,0fba1804-9cb3-4f7c-bcad-5adfa209845a,J4,,,False,Completed,Routine,Fire Protection,1972-08-09 16:49:16.000000,1973-07-23 16:49:16,Gutter/downspout assembly is degraded: downspout is disconnected; erosion and splash-back observed. Work scope: distribution pathway; verify downstream impacts and restore normal routing.,Reconnect/repair downspout. verify drainage routes away from foundation. Confirm load/flow parameters stabilize within tolerance and document results.,Performed targeted troubleshooting based on the reported symptoms on Gutter/downspout assembly. Completed repairs to restore normal operation and corrected any degraded connections/hardware. Verified stable operation and normal indications after corrective actions.
8708ef85-ea7d-4f03-ac4c-bbc2846993df,78c6dda1-d13b-4594-8a93-afa8c335ff6e,e19128cd-fa51-4162-a429-85f58ba06283,0fba1804-9cb3-4f7c-bcad-5adfa209845a,J6,,,False,In Progress,Routine,Plumbing,2026-02-14 22:14:29.079125,,HVAC PM due for CHW Pump P-3; condition indicates bearing temperature readings are anomalous versus last PM. Work scope: distribution-level corrective action; document affected segments.,Inspect bearings and lubrication. lubricate per OEM and verify temperatures normalize. Document affected segments and as-left status for distribution records.,
20fb37f3-cf52-439c-8913-fb9f19f0f2b8,78c6dda1-d13b-4594-8a93-afa8c335ff6e,e19128cd-fa51-4162-a429-85f58ba06283,0fba1804-9cb3-4f7c-bcad-5adfa209845a,J5,,,True,In Progress,Urgent,Plumbing,2025-12-04 16:20:54.079138,,Security network switch SW-SEC-1 condition is critical; switch is down; security devices have lost connectivity. Work scope: distribution reliability follow-up; verify no anomalous readings remain.,Inspect security switch power and uplinks. restore connectivity and verify downstream devices online. coordinate with communications as required. Perform post-restoration checks to confirm no anomalous readings remain.,
7292d912-f7f3-4946-b962-82db5cfdca57,78c6dda1-d13b-4594-8a93-afa8c335ff6e,e19128cd-fa51-4162-a429-85f58ba06283,0fba1804-9cb3-4f7c-bcad-5adfa209845a,J6,,,True,Completed,Routine,Plumbing,1973-04-06 15:40:34.000000,1974-03-01 15:40:34,example text,example text,example text
992da3cc-7d3a-45a5-b235-6a7d84d7dd55,78c6dda1-d13b-4594-8a93-afa8c335ff6e,e19128cd-fa51-4162-a429-85f58ba06283,6657ba56-63b4-4dd5-969e-7dc02359db35,J1,,,True,Completed,Routine,HVAC,2022-08-10 13:20:27.000000,2023-04-15 13:20:27,Pressure reducing valve PRV-1 is degraded: outlet pressure is out of tolerance with intermittent surging. Work scope: miscellaneous construction support; document as-left status.,Inspect PRV and strainer. repair/replace PRV as required and calibrate outlet pressure. verify stable readings. Document as-left condition for construction support closeout.,Inspected the equipment and confirmed the degraded condition on Pressure reducing valve PRV-1. Completed visual inspection and confirmed the as-found condition matched the report. Calibrated applicable controls/sensors and verified readings returned within tolerance. Returned equipment to service and verified readings within tolerance.
9e92f66e-f327-4bf5-8ad5-a6e986861f81,78c6dda1-d13b-4594-8a93-afa8c335ff6e,e19128cd-fa51-4162-a429-85f58ba06283,8b2561ca-f486-4f64-8f85-e38addf4dc32,J3,,,True,Approved,Maintenance,HVAC,2026-02-02 12:52:20.079187,,Structural PM due for Exterior wall panel fastener check; indicators include wind-related loosening reported. Work scope: newly installed equipment interface; verify handoff criteria are met.,Inspect exterior panel fasteners. tighten/replace as required and document. Document baseline readings for the secondary build-out area after repairs.,
f45d520a-53d4-46ba-9751-807055aa3c13,78c6dda1-d13b-4594-8a93-afa8c335ff6e,e19128cd-fa51-4162-a429-85f58ba06283,8b2561ca-f486-4f64-8f85-e38addf4dc32,J5,,,True,Completed,Routine,HVAC,2021-02-14 10:43:08.000000,2021-08-11 10:43:08,Receptacle bank in work area is degraded: receptacles show voltage drop to 107VAC under load. Work scope: commissioning support; record results and report anomalies.,Inspect circuit conductors and terminations. troubleshoot source of voltage drop and repair/replace as required. verify acceptable voltage under load. Coordinate with site support for construction interface controls and closeout.,Verified the intermittent fault and proceeded with corrective actions on Receptacle bank in work area. Completed visual inspection and confirmed the as-found condition matched the report. Coordinated with the appropriate support/vendor as required and documented actions taken. Performed functional verification and confirmed normal operation.
1de6e273-1bb1-4ada-aa1a-f60d9d5a353f,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,140de023-9291-402a-90e5-c4e94932f5c9,J2,,,False,Completed,Maintenance,Plumbing,2012-02-02 19:02:57.000000,2012-09-04 19:02:57,example text,example text,example text
862aefdf-ba6d-41d7-a98d-a7f441bb029f,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,42ea1e9e-45df-432b-982b-32fc3b6a2be1,J6,,,True,In Progress,Maintenance,Fire Protection,2026-01-15 09:05:58.079347,,example text,example text,
3e9b5c78-0ceb-44e5-8a38-1b170ec926be,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,42ea1e9e-45df-432b-982b-32fc3b6a2be1,J6,,,True,Completed,Routine,Plumbing,2008-10-27 06:39:58.000000,2009-01-04 06:39:58,example text,example text,example text
3311a490-374e-47c8-aaa4-c79ef3437754,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,10bd8bbf-68a7-40eb-95d9-19a66cc6d554,J2,,,False,Submitted,Routine,Structural,2026-02-19 20:20:01.079381,,example text,example text,
6e81cb7f-9329-48f5-a4c8-677929e7147f,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,62ad3649-42f9-44a3-bda0-fe4661b09178,J5,,,True,Completed,Routine,Structural,2004-05-19 15:01:08.000000,2004-06-11 15:01:08,example text,example text,example text
e623dbb8-07cc-49f0-86dd-2f53b289c8eb,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,62ad3649-42f9-44a3-bda0-fe4661b09178,J1,,,True,Approved,Maintenance,Fire Protection,2026-03-17 06:55:28.079412,,example text,example text,
699ff1e9-a13a-40ff-9b0e-c5fb487d4455,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,62ad3649-42f9-44a3-bda0-fe4661b09178,J6,,,False,Completed,Urgent,Plumbing,2019-02-16 07:18:44.000000,2019-08-11 07:18:44,example text,example text,example text
8256cdb8-9bab-4e77-8068-e2bdd4fe7fe1,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,62ad3649-42f9-44a3-bda0-fe4661b09178,J5,,,True,Completed,Emergency,Plumbing,2011-03-10 14:05:13.000000,2012-03-05 14:05:13,example text,example text,example text
f533d9d6-7ad8-471d-90a8-776893f37ede,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,62ad3649-42f9-44a3-bda0-fe4661b09178,J3,,,True,In Progress,Routine,Fire Protection,2025-09-29 21:30:45.079453,,example text,example text,example text
86461bae-8975-4e0f-bdf0-60eeabff2262,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J1,,,True,Completed,Urgent,Structural,2000-03-03 09:49:24.000000,2000-10-01 09:49:24,example text,example text,example text
1064fa6d-b5a2-46ea-b390-9489581243b7,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J2,,,False,Approved,Routine,Structural,2026-02-06 22:40:34.079484,,example text,example text,
83f3d160-6f8e-473b-baac-e4fde2f60c8d,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J3,,,True,Submitted,Routine,HVAC,2026-03-13 20:24:26.079496,,example text,example text,
04e24706-5eea-4001-9bed-676a9c102ab3,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J5,,,True,In Progress,Routine,HVAC,2026-03-07 15:58:20.079510,,example text,example text,
121e48a7-667e-4435-8701-561e90bf0712,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J6,,,True,Submitted,Maintenance,Structural,2026-01-30 17:45:31.079522,,example text,example text,
255e785c-1d3f-4695-90e8-01b6e54bc926,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J2,,,False,In Progress,Maintenance,Electrical,2026-01-07 10:14:30.079536,,example text,example text,
ffeeed96-ba75-4a72-8847-eb35dc24da52,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J2,,,False,Completed,Maintenance,Fire Protection,2017-06-24 05:17:07.000000,2018-04-04 05:17:07,example text,example text,example text
1f942c66-a51a-4bc5-a069-6c4c06ce01a4,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J4,,,False,Submitted,Routine,Plumbing,2026-02-22 04:48:33.079564,,example text,example text,
cce3627d-3c14-4377-bf6d-ab361a8e3aa3,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J4,,,True,Completed,Maintenance,Fire Protection,2023-07-19 06:13:56.000000,2024-03-22 06:13:56,example text,example text,example text
677674a9-f18d-4b6f-83f9-a2ff5d9f88a8,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J4,,,True,In Progress,Urgent,Electrical,2026-01-03 03:12:58.079592,,example text,example text,
6b93dadb-c473-4c24-882c-c441b3d0546d,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J1,,,False,Completed,Routine,Electrical,2021-04-10 12:14:48.000000,2021-04-26 12:14:48,example text,example text,example text
8b1fd361-7bfe-4eb0-ae24-770e0fecaed4,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J2,,,True,Completed,Routine,Fire Protection,1998-11-22 05:10:45.000000,1999-09-10 05:10:45,example text,example text,example text
8b2b0ee0-4e0e-4201-884b-87e8999c440d,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J6,,,False,Submitted,Routine,Fire Protection,2026-02-12 05:01:58.079633,,example text,example text,
a7a8214b-39d0-4f26-b7dc-30b7c5caa863,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J4,,,False,Approved,Urgent,Fire Protection,2025-12-24 18:40:23.079645,,example text,example text,
901089ce-0039-40d3-9db6-f0bf54e13bf5,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J2,,,False,Approved,Routine,Structural,2026-02-12 02:52:15.079657,,example text,example text,
c403ee01-f7ce-497e-8751-cd34814fd38d,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J6,,,False,Completed,Emergency,HVAC,2006-07-15 14:49:02.000000,2006-07-31 14:49:02,example text,example text,example text
8e088415-acb0-4dce-9c9d-9cf02dc47a12,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J2,,,True,In Progress,Routine,Fire Protection,2025-12-04 10:47:23.079683,,example text,example text,
1c106743-d775-4399-b823-d2d8c7cc75d6,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J2,,,False,Completed,Routine,Electrical,1989-05-07 05:34:34.000000,1989-12-26 05:34:34,example text,example text,example text
da25e9c9-7a2c-4a82-a682-136b12d7c902,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J3,,,True,Approved,Routine,Structural,2026-02-16 20:37:45.079710,,example text,example text,
7082f704-07f6-4b2b-95cf-3d0d34dc81e7,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J6,,,False,Approved,Maintenance,Plumbing,2026-01-24 17:04:57.079723,,example text,example text,
fa15e5d4-5545-4ca0-8ea1-297da590205c,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J6,,,True,Completed,Maintenance,Fire Protection,1987-12-18 06:42:49.000000,1988-02-16 06:42:49,example text,example text,example text
935f6d18-4210-4d57-a02d-4fa441f79eb2,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J6,,,True,Completed,Maintenance,Plumbing,1995-05-14 17:19:18.000000,1995-08-07 17:19:18,example text,example text,example text
b845a469-7706-484c-9425-8ed01cf15f70,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,f379b0c4-2ff0-4cc0-bbb1-b5eb72b1bffb,J5,,,False,Completed,Routine,Electrical,2014-06-20 07:55:44.000000,2014-10-08 07:55:44,example text,example text,example text
cfebe58e-fad9-4099-bb30-0e74e12c7125,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,99591c38-b7bd-48f7-a5b3-5b4b9f2b45b8,J3,,,True,In Progress,Routine,HVAC,2025-12-17 17:31:29.079785,,example text,example text,
58456b94-2dee-471c-a675-ed1dd40bf602,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,99591c38-b7bd-48f7-a5b3-5b4b9f2b45b8,J4,,,False,Submitted,Emergency,HVAC,2026-03-10 03:22:21.079797,,example text,example text,
e5b9f7e1-52df-4cde-b56c-a113fbd25efc,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,99591c38-b7bd-48f7-a5b3-5b4b9f2b45b8,J4,,,False,Completed,Maintenance,Plumbing,2016-08-13 18:53:58.000000,2016-11-19 18:53:58,example text,example text,example text
f2ebb066-3f24-490e-a3e7-2a475e3eb7f6,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J5,,,True,In Progress,Urgent,HVAC,2026-03-16 03:07:12.079829,,example text,example text,
22796b3d-f549-422c-a398-24442374feb3,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J5,,,True,Completed,Routine,Fire Protection,2006-08-07 07:33:47.000000,2006-12-10 07:33:47,example text,example text,example text
82dfb316-56b3-4149-93e9-904be9af045d,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J1,,,True,Completed,Maintenance,Electrical,1994-07-06 08:22:27.000000,1995-01-19 08:22:27,example text,example text,example text
44907a47-2d8a-467b-96a6-aecdeb08c404,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J4,,,True,Completed,Routine,Structural,2020-03-17 00:47:49.000000,2020-04-20 00:47:49,example text,example text,example text
5addb3b3-1d2e-47ea-89a1-eff9a22b4266,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J2,,,False,Approved,Routine,Plumbing,2026-02-13 21:21:48.079886,,example text,example text,
bbeebee7-22d9-401f-bfc3-b7c7ee96c240,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J5,,,False,Completed,Urgent,Plumbing,2019-06-05 06:21:01.000000,2020-05-30 06:21:01,example text,example text,example text
d717e07e-db2f-42d2-90a6-f84d9e98d1d0,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J4,,,False,In Progress,Routine,Fire Protection,2025-12-17 06:16:42.079913,,example text,example text,example text
a9d3890e-0df3-4f87-ad4a-17572521dbb5,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J3,,,True,Completed,Maintenance,Fire Protection,1989-11-09 23:18:55.000000,1990-10-13 23:18:55,example text,example text,example text
4ae6d6eb-d153-4acd-8d95-b0f896002c7c,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J5,,,False,Completed,Urgent,Fire Protection,2018-05-29 19:39:58.000000,2018-07-06 19:39:58,example text,example text,example text
04fc58e2-63ba-4a6d-aa2f-a3bfe240534f,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J6,,,True,In Progress,Maintenance,Structural,2026-01-15 12:00:16.079956,,example text,example text,example text
469adb44-5bcf-46ab-935d-55b12279abf4,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J2,,,False,Completed,Urgent,Electrical,2015-10-28 10:57:03.000000,2016-10-19 10:57:03,example text,example text,example text
33fa5b85-19ed-4ebe-9e98-2a98c0553310,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J1,,,False,Completed,Routine,Structural,2003-11-18 03:53:26.000000,2004-05-14 03:53:26,example text,example text,example text
3911582e-c9d4-4239-bbf4-48eb62c71b75,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J2,,,False,In Progress,Routine,Structural,2025-12-27 01:33:24.079998,,example text,example text,
80608a18-67f3-4ff2-ab00-fc7089d03b59,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J3,,,False,Completed,Maintenance,Structural,1997-02-04 22:08:44.000000,1997-12-16 22:08:44,example text,example text,example text
cf622fa0-69f8-4431-b0c9-3a9cf5b964d0,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J6,,,True,Completed,Maintenance,Fire Protection,2005-01-08 11:30:43.000000,2005-02-12 11:30:43,example text,example text,example text
d715279d-04c1-4de5-abfd-e86ee88c4098,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J2,,,False,Approved,Maintenance,Fire Protection,2025-12-26 09:28:47.080040,,example text,example text,
349bebe7-f49d-4681-8eb3-b19e6f92388e,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J5,,,True,In Progress,Urgent,Structural,2026-02-27 05:21:24.080053,,example text,example text,example text
6b74a067-13fe-47be-92f6-ec2087173616,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J1,,,False,In Progress,Routine,HVAC,2026-03-24 13:22:38.080066,,example text,example text,example text
44926f9d-85de-4a35-8d2b-6762760466e3,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J5,,,True,Completed,Urgent,Structural,1990-11-07 16:08:03.000000,1991-06-05 16:08:03,example text,example text,example text
d3717037-f28f-447d-a263-59372fd65189,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J3,,,False,In Progress,Urgent,Electrical,2025-11-23 21:04:32.080093,,example text,example text,example text
67c9fe13-0176-4b57-a309-4ec6281cd7b9,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,58cd23d9-30fb-4972-a36b-11726fcb45c0,J4,,,True,Completed,Maintenance,Fire Protection,2026-02-05 13:42:16.000000,2026-02-22 13:42:16,example text,example text,example text
7a1d05cb-40f1-4150-8462-33e7c1ac6db5,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,7c008e1f-0b72-4b03-9a06-a53cf3862bcc,J4,,,True,Submitted,Routine,Plumbing,2026-03-25 04:39:06.080125,,Zone 26B thermostat location in direct sunlight; false temperature reading affecting control.,Relocate Zone 26B thermostat away from direct sunlight or install radiation shield.,
38fd6b11-2f95-46d4-b406-fdc969ccd885,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,7c008e1f-0b72-4b03-9a06-a53cf3862bcc,J1,,,True,Completed,Maintenance,Structural,2006-07-29 10:25:14.000000,2007-05-26 10:25:14,FCU-15 filter missing; unfiltered air circulating in occupied zone.,Install missing filter in FCU-15 and verify no unfiltered air bypassing coil.,FCU-15 filter installed. Unfiltered air return eliminated. Zone air quality verified acceptable.
0c6d49c2-59c6-401c-bf75-b6084570022a,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,c7c2299b-647d-4d23-8d54-893e789ceab7,J5,,,False,Submitted,Maintenance,HVAC,2026-03-02 09:50:28.080159,,example text,example text,
54344c52-ef51-4d17-83a2-27bf1e6fbc1f,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,c7c2299b-647d-4d23-8d54-893e789ceab7,J3,,,False,Completed,Urgent,Fire Protection,2025-06-19 19:28:38.000000,2026-03-25 19:28:38,Heat detector at vehicle charging station failing to respond during test.,Replace heat detector with listed unit test zone circuit and certify proper coverage spacing.,Replaced heat detector at vehicle charging station with correct fixed-temperature 190-degree listed unit tested zone and documented proper coverage spacing.
c826d603-4104-46d5-b49e-37201ec554a5,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,c7c2299b-647d-4d23-8d54-893e789ceab7,J5,,,False,In Progress,Routine,Fire Protection,2026-02-23 10:22:39.080187,,example text,example text,example text
e20d1683-f5f2-4228-865f-645994b5a7c0,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,c7c2299b-647d-4d23-8d54-893e789ceab7,J5,,,True,In Progress,Routine,Electrical,2025-10-15 06:08:44.080200,,Sprinkler head clearance less than 18 inches to stored materials in warehouse bay 4.,Relocate or remove stored materials restore 18-inch clearance below all sprinkler heads and document.,
0c9eebbc-bbe9-44cd-974d-14fe301ea636,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,c7c2299b-647d-4d23-8d54-893e789ceab7,J2,,,True,In Progress,Routine,Electrical,2025-10-02 20:24:01.080213,,Pre-action system solenoid valve failing to respond during functional test.,Troubleshoot pre-action solenoid valve replace coil or valve trim and perform functional release test.,Replaced pre-action solenoid coil with OEM part energized coil confirmed valve opens in under 1 second performed functional release test and certified.
fc45ab4f-d8e7-4f21-9b84-f52425512c3a,78c6dda1-d13b-4594-8a93-afa8c335ff6e,dadc0742-134f-4e79-b4eb-37607663fa98,c7c2299b-647d-4d23-8d54-893e789ceab7,J6,,,False,Submitted,Emergency,Fire Protection,2026-03-22 02:59:13.080226,,Foam concentrate tank in aircraft rescue area showing level below minimum required.,Verify foam level refill concentrate to minimum required level and test proportioning system.,
