id,facility_id,system_type_key,title,year_constructed,age_years,condition_index,life_expectancy
b04c907a-45e9-4655-ad18-03ffb8a4c143,72589c7c-dc5c-41bc-b915-cdc355ba5d97,15,Furnishing,1996,30,58.38,20
32a31ba3-4307-4eb5-be4d-7c4018bdd083,72589c7c-dc5c-41bc-b915-cdc355ba5d97,16,Protection,2003,23,80.85,10
9594fead-85bb-47cf-bff3-f1549fab8ab7,72589c7c-dc5c-41bc-b915-cdc355ba5d97,18,Improvements,2006,20,61.65,10
d75fd316-6d6f-41d3-8f20-338fd18f8456,72589c7c-dc5c-41bc-b915-cdc355ba5d97,19,Utilities,1993,33,79.84,30
df661c0b-55e9-4153-9b46-8a610797fe4f,72589c7c-dc5c-41bc-b915-cdc355ba5d97,20,Distribution,1989,37,70.15,30
dc59fdfe-eff5-47c4-8410-c33c65c731dc,72589c7c-dc5c-41bc-b915-cdc355ba5d97,21,Other Construction,1996,30,66.78,30
0175e2a9-fa55-479e-889c-985b9b6d3b97,72589c7c-dc5c-41bc-b915-cdc355ba5d97,22,Special construction2,2003,23,83.78,30
c89d7aab-c9db-420a-8579-ab8c487f70c6,7dc5b4d0-debd-4418-bb5d-e42c65bca908,1,Foundation,2019,7,72.35,60
167e1e5d-7425-4ce1-80a8-51b74614b024,7dc5b4d0-debd-4418-bb5d-e42c65bca908,2,Basement,1997,29,71.61,60
2fadb986-34d2-4d4a-aac5-cda6726b9660,7dc5b4d0-debd-4418-bb5d-e42c65bca908,3,Superstructure,2015,11,73.53,50
59aeddf2-c1c6-49da-b41b-f59f3353230d,7dc5b4d0-debd-4418-bb5d-e42c65bca908,4,Exterior Structure,2007,19,63.52,40
f2fbd8a4-78fb-4737-b344-d7da071f165b,7dc5b4d0-debd-4418-bb5d-e42c65bca908,5,Roofing,2001,25,66.07,20
7ede3c38-ee37-4ecc-ad03-0426d5cabf8a,7dc5b4d0-debd-4418-bb5d-e42c65bca908,6,Interior Construction,1994,32,56.73,30
39e5e1cb-13b5-4fc2-9568-7d1cd3fde0f7,7dc5b4d0-debd-4418-bb5d-e42c65bca908,7,Stairs,1971,55,80.23,40
71bbb5c5-621c-4cbb-8c14-3dffa4f17c3d,7dc5b4d0-debd-4418-bb5d-e42c65bca908,8,Interior Finishes,1979,47,11.34,20
6bf9c6fa-5641-426f-9eb5-24642ac005a3,7dc5b4d0-debd-4418-bb5d-e42c65bca908,9,Conveying,2007,19,52.74,10
06fc886b-3440-436b-8e66-0b66fddebf72,7dc5b4d0-debd-4418-bb5d-e42c65bca908,10,Plumbing,2000,26,55.16,30
620d62d4-e4bb-4418-a0e1-e08f03294e6e,7dc5b4d0-debd-4418-bb5d-e42c65bca908,12,HVAC,1959,67,56.02,40
17073a88-bf7e-4b5b-a278-06a3bda465e7,7dc5b4d0-debd-4418-bb5d-e42c65bca908,13,Fire Protection,1993,33,67.25,30
0cb7026f-76eb-41e5-abfd-f1e1884f5803,7dc5b4d0-debd-4418-bb5d-e42c65bca908,14,Electric,2004,22,82.85,40
c199d25a-7560-48ff-b044-7e3b2d77d875,7dc5b4d0-debd-4418-bb5d-e42c65bca908,15,Furnishing,1990,36,50.52,20
b1e1acdd-87f0-4725-a1d0-bd8d6a807c93,7dc5b4d0-debd-4418-bb5d-e42c65bca908,16,Protection,1972,54,81.49,10
db960d1d-2e26-4bc7-b7a9-1a5e1671975e,7dc5b4d0-debd-4418-bb5d-e42c65bca908,17,Special construction,2004,22,70.37,10
afe09eeb-8519-489d-81eb-a4cfef866790,7dc5b4d0-debd-4418-bb5d-e42c65bca908,18,Improvements,1967,59,72.92,10
28c46472-7a87-49a0-a105-dac017c6b7fb,7dc5b4d0-debd-4418-bb5d-e42c65bca908,19,Utilities,1999,27,81.36,30
a6191087-bf0e-463f-aa8d-9ca003d448d4,7dc5b4d0-debd-4418-bb5d-e42c65bca908,20,Distribution,2019,7,61.78,30
766ee139-5e83-40fe-8907-b370dd332b6d,7dc5b4d0-debd-4418-bb5d-e42c65bca908,21,Other Construction,1994,32,81.97,30
20cd4ff0-35b8-4644-b807-7d0569b5d4fe,7dc5b4d0-debd-4418-bb5d-e42c65bca908,22,Special construction2,1989,37,83.74,30
e244ab28-2fbd-46dd-bd7d-458f132e2399,0488d374-16f8-4b0b-a42b-6f9b639929f2,1,Foundation,2002,24,85.1,60
564006f1-ec45-4d71-9fc8-622b74ea1ab1,0488d374-16f8-4b0b-a42b-6f9b639929f2,3,Superstructure,1970,56,69.13,50
216dc892-d8cf-43ba-a130-a2c1a51ab290,0488d374-16f8-4b0b-a42b-6f9b639929f2,4,Exterior Structure,1965,61,53.38,40
c47f9a5e-0a0c-4640-8f1f-9260d91c2dcc,0488d374-16f8-4b0b-a42b-6f9b639929f2,5,Roofing,1996,30,76.58,20
ffdbdb8e-fb36-493a-b27e-41578e3b8235,0488d374-16f8-4b0b-a42b-6f9b639929f2,6,Interior Construction,2020,6,64.35,30
b1c846de-494e-44be-8093-a262c72a2188,0488d374-16f8-4b0b-a42b-6f9b639929f2,7,Stairs,1993,33,80.62,40
c7148df6-fcb0-498b-b45b-319a5dfe3535,0488d374-16f8-4b0b-a42b-6f9b639929f2,8,Interior Finishes,2005,21,67.83,20
9da51d79-95e5-4c24-8782-22f2be64baa0,0488d374-16f8-4b0b-a42b-6f9b639929f2,9,Conveying,2016,10,75.25,10
341d494e-a3ea-4801-ba8e-f97ae99ecb31,0488d374-16f8-4b0b-a42b-6f9b639929f2,10,Plumbing,1997,29,58.09,30
ad005bcc-1201-4e9a-a668-33254f2bd1e7,0488d374-16f8-4b0b-a42b-6f9b639929f2,12,HVAC,1992,34,72.6,40
0bbf3d3d-3484-412f-b614-2a440e8ce141,0488d374-16f8-4b0b-a42b-6f9b639929f2,13,Fire Protection,1993,33,84.26,30
2b787c33-d341-4762-9b55-ef46f97425eb,0488d374-16f8-4b0b-a42b-6f9b639929f2,14,Electric,1981,45,66.85,40
162713fc-583d-41c0-9de0-b6e31cf3259d,0488d374-16f8-4b0b-a42b-6f9b639929f2,15,Furnishing,2021,5,76.12,20
e4adff02-c49f-48d3-883d-2b97dcbae38b,0488d374-16f8-4b0b-a42b-6f9b639929f2,16,Protection,1988,38,58.49,10
17c1cbdb-d869-4399-8859-408fa8b21afa,0488d374-16f8-4b0b-a42b-6f9b639929f2,18,Improvements,1982,44,75.56,10
819c28c7-fb29-4a81-bff9-7250ffcfc46c,0488d374-16f8-4b0b-a42b-6f9b639929f2,19,Utilities,2016,10,82.1,30
64e44952-d7f6-4c6c-aa3e-837f831e0687,0488d374-16f8-4b0b-a42b-6f9b639929f2,20,Distribution,1990,36,58.69,30
b9cbf2a6-439f-431b-a82e-c3803e57dddb,0488d374-16f8-4b0b-a42b-6f9b639929f2,21,Other Construction,2004,22,70.81,30
04de8c17-3640-4e24-9185-ff8b49c30f55,0488d374-16f8-4b0b-a42b-6f9b639929f2,22,Special construction2,2011,15,68.99,30
0c06eced-9f00-400f-a82a-311e7299a278,73744b63-a970-4f56-821d-342bc7f45a73,1,Foundation,2023,3,70.4,60
ce5a83e2-0a26-4707-b3c5-e366287ed26e,73744b63-a970-4f56-821d-342bc7f45a73,2,Basement,2005,21,56.59,60
db750863-d303-4ad4-b67e-ed625fb9eeab,73744b63-a970-4f56-821d-342bc7f45a73,3,Superstructure,2009,17,58.61,50
e0d9833a-0de3-4609-a591-f3b4a7dd1f2c,73744b63-a970-4f56-821d-342bc7f45a73,4,Exterior Structure,2024,2,50.79,40
9e42947c-cd37-48d4-8ded-1f68ea2ffbd2,73744b63-a970-4f56-821d-342bc7f45a73,5,Roofing,2009,17,55.06,20
ec48664c-3682-451b-af10-c6a43a3b3309,73744b63-a970-4f56-821d-342bc7f45a73,6,Interior Construction,2001,25,79.64,30
fd45da77-a6b9-46ef-a285-2e1e5041ccbe,73744b63-a970-4f56-821d-342bc7f45a73,7,Stairs,2023,3,64.01,40
f583de55-fea1-4c2d-8147-6ee71fb96f8f,73744b63-a970-4f56-821d-342bc7f45a73,8,Interior Finishes,1955,71,72.24,20
3e857743-c0d5-4007-af5d-f76151730b02,73744b63-a970-4f56-821d-342bc7f45a73,9,Conveying,1996,30,57.99,10
a5d71408-4c11-4eea-a7ab-2371749d9c02,73744b63-a970-4f56-821d-342bc7f45a73,10,Plumbing,2010,16,76.49,30
627c553a-9afb-40d7-a1d7-a79d7cd419b7,73744b63-a970-4f56-821d-342bc7f45a73,12,HVAC,1997,29,62.74,40
f8301c94-a950-41bb-b762-507e178e9293,73744b63-a970-4f56-821d-342bc7f45a73,13,Fire Protection,1999,27,77.19,30
9631754f-104a-4e90-9418-4f71b3f7954f,73744b63-a970-4f56-821d-342bc7f45a73,14,Electric,2023,3,58.23,40
33006238-e8a7-4f8d-b447-0f8bb5ca4da5,73744b63-a970-4f56-821d-342bc7f45a73,15,Furnishing,1955,71,21.16,20
2204fbb9-9437-47f9-97e4-497c117a23c2,73744b63-a970-4f56-821d-342bc7f45a73,16,Protection,1948,78,55.59,10
66da2869-919e-4488-ad0d-3da8a1a601c6,73744b63-a970-4f56-821d-342bc7f45a73,17,Special construction,1989,37,55.6,10
d9c9aca5-9056-41da-a8bc-cdd38bbddeb3,73744b63-a970-4f56-821d-342bc7f45a73,18,Improvements,1994,32,79.41,10
a18e1e7b-9945-4d89-a903-ee581cc50ef5,73744b63-a970-4f56-821d-342bc7f45a73,19,Utilities,2020,6,61.0,30
5bf1ae09-655c-4518-8564-465ff1b8dc2b,73744b63-a970-4f56-821d-342bc7f45a73,20,Distribution,2007,19,82.24,30
540bcb3f-304c-4efc-999e-9651ed72d829,73744b63-a970-4f56-821d-342bc7f45a73,21,Other Construction,1999,27,61.79,30
e81c1f61-dc6b-438b-8d38-4d75b5ddb063,73744b63-a970-4f56-821d-342bc7f45a73,22,Special construction2,2012,14,57.15,30
4b8c5b6c-8dbc-4e5c-a781-90ac3050c701,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,1,Foundation,2012,14,87.92,60
ff493cb7-1af4-4a13-9324-a7d7ea2b5f1d,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,2,Basement,2019,7,73.85,60
799b8d72-1f9c-4c55-b26c-245a60cdc4d0,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,3,Superstructure,2015,11,52.35,50
631829a7-172d-46e2-881b-4b8d7b4e873e,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,4,Exterior Structure,2010,16,78.42,40
6d1b3dc5-6055-4558-aed3-86bc7929c1f7,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,5,Roofing,1985,41,55.84,20
9451c6b3-b5f2-48cc-aa09-6c6201554d6b,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,6,Interior Construction,1984,42,77.82,30
53571016-7431-4b6f-98f7-a8876a10dfdc,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,7,Stairs,1958,68,75.52,40
5b71b910-b464-41f4-92c2-1e3a859dbe56,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,8,Interior Finishes,1984,42,12.16,20
5ff61c9f-1635-4651-8433-e2240fc8ea0e,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,9,Conveying,2022,4,83.0,10
58b56ab7-763c-4359-aa47-7d5381e27bb0,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,10,Plumbing,1954,72,54.49,30
356eac9c-caee-4259-afd1-fc9fe761e215,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,12,HVAC,1983,43,64.82,40
8ab812c6-2c1f-45e7-9ec5-6f07f8c47bdb,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,13,Fire Protection,2006,20,74.03,30
39070a7a-4411-47a1-a560-4711100395d6,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,14,Electric,1993,33,95.31,40
d35f0cbf-e4ec-4051-9d18-fe2166d397e7,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,15,Furnishing,1989,37,59.39,20
2c446186-ecb7-4552-aa5a-86ccae0ac906,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,16,Protection,1998,28,80.73,10
238e38a3-a0b1-4d3e-a6cc-3cf55a4eb992,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,18,Improvements,2000,26,64.93,10
d2d7cf48-5eb9-451a-962a-be36278cbeac,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,19,Utilities,2003,23,81.54,30
3bceb862-9e61-46f4-ba73-36c42dd10209,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,20,Distribution,2009,17,54.18,30
00af5988-8e09-49ce-9945-1c0c8147c953,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,21,Other Construction,1953,73,76.44,30
270fae76-37d6-4644-a304-3c6bf9768cef,c2dd7fc1-ab38-41a4-87cb-966598b33e7c,22,Special construction2,2010,16,81.71,30
355e35bd-0b2f-40bf-a94d-eb741311729a,515a98d5-84f9-44a4-af54-6849bb1b9487,1,Foundation,1996,30,72.49,60
0e0369d7-e438-4b06-9781-ab3a29276bf3,515a98d5-84f9-44a4-af54-6849bb1b9487,2,Basement,1982,44,77.75,60
297afc78-99a5-4674-8538-0a90e95b5d23,515a98d5-84f9-44a4-af54-6849bb1b9487,3,Superstructure,2010,16,58.31,50
9786852a-2f8e-4f7b-9d0f-73f85156b87c,515a98d5-84f9-44a4-af54-6849bb1b9487,4,Exterior Structure,2013,13,53.07,40
97f2ff98-f5ea-496c-a91a-33edd99094aa,515a98d5-84f9-44a4-af54-6849bb1b9487,5,Roofing,1997,29,76.64,20
0d13c2d6-43b0-4371-a484-c3c75c711814,515a98d5-84f9-44a4-af54-6849bb1b9487,6,Interior Construction,1987,39,57.71,30
f52eb785-49c3-4fdf-8cd6-f3eafdad28d4,515a98d5-84f9-44a4-af54-6849bb1b9487,7,Stairs,2013,13,75.03,40
4ebe4c53-e82a-41bb-af40-d2f7862e965e,515a98d5-84f9-44a4-af54-6849bb1b9487,8,Interior Finishes,1949,77,81.85,20
9eee5fdc-5433-4872-91c1-65e21ff45fd3,515a98d5-84f9-44a4-af54-6849bb1b9487,9,Conveying,2014,12,84.84,10
4955f878-3476-4b73-a0b3-5a1dcfb6db59,515a98d5-84f9-44a4-af54-6849bb1b9487,10,Plumbing,2001,25,50.46,30
45d4bcdd-ca2e-4548-b107-03f2c55e75eb,515a98d5-84f9-44a4-af54-6849bb1b9487,11,Art,1993,33,27.88,10
84ca2a28-901e-4c57-94c6-c10d174f98c1,515a98d5-84f9-44a4-af54-6849bb1b9487,12,HVAC,2019,7,89.13,40
7f006dca-11c2-4f18-b8f9-99f1831084ab,515a98d5-84f9-44a4-af54-6849bb1b9487,13,Fire Protection,1972,54,70.89,30
4c3cdf23-0477-4540-bc84-920d524376a0,515a98d5-84f9-44a4-af54-6849bb1b9487,14,Electric,1947,79,75.27,40
5ea54ace-541c-4a35-a3ad-52811b4c811d,515a98d5-84f9-44a4-af54-6849bb1b9487,15,Furnishing,1994,32,58.27,20
2cef8497-7c9d-47fb-ae99-3064c4c71c08,515a98d5-84f9-44a4-af54-6849bb1b9487,16,Protection,2003,23,72.95,10
ffde78f5-3fde-4a75-ae3c-9928f1aa8ff9,515a98d5-84f9-44a4-af54-6849bb1b9487,18,Improvements,1968,58,61.14,10
1277d7bc-50b9-48b0-a5b8-a1496fcf4cf3,515a98d5-84f9-44a4-af54-6849bb1b9487,19,Utilities,2018,8,71.49,30
bce89cc0-67b7-41e9-a84c-51ed4c81e32f,515a98d5-84f9-44a4-af54-6849bb1b9487,20,Distribution,1978,48,78.72,30
9c705694-15be-475b-8ff5-375ad0534fe1,515a98d5-84f9-44a4-af54-6849bb1b9487,21,Other Construction,1991,35,39.0,30
c4e8e8e9-8b05-402c-b12c-504b9ba711ce,515a98d5-84f9-44a4-af54-6849bb1b9487,22,Special construction2,2004,22,69.96,30
30bd3f41-97ce-47ea-a4a2-ae289cf6b364,15153605-1b4c-441d-9177-0e1914e8545d,1,Foundation,2005,21,65.28,60
e66dde35-e2bb-4213-895b-68bd3bc72456,15153605-1b4c-441d-9177-0e1914e8545d,2,Basement,1994,32,64.91,60
5efe2e74-8260-48a4-a9fe-72fbd278cb95,15153605-1b4c-441d-9177-0e1914e8545d,3,Superstructure,1992,34,80.25,50
c48729e2-e8df-489f-93c4-81cdfb2adbef,15153605-1b4c-441d-9177-0e1914e8545d,4,Exterior Structure,1984,42,22.0,40
3321f476-a645-40e2-84c7-1064123322f0,15153605-1b4c-441d-9177-0e1914e8545d,5,Roofing,1960,66,81.03,20
5e6cea22-b372-4f65-94fc-775c477c19c0,15153605-1b4c-441d-9177-0e1914e8545d,6,Interior Construction,2019,7,56.96,30
4a048a3b-d4bf-46cb-acfb-ea2ea8ae24d2,15153605-1b4c-441d-9177-0e1914e8545d,7,Stairs,1993,33,68.25,40
69cd9e0a-2814-497c-9447-681412e5e859,15153605-1b4c-441d-9177-0e1914e8545d,8,Interior Finishes,2002,24,72.83,20
7dc1999d-349d-4536-9b6d-ec0585d81dc9,15153605-1b4c-441d-9177-0e1914e8545d,9,Conveying,2015,11,68.88,10
cdac4996-33d8-484f-879f-74f73b13efb4,15153605-1b4c-441d-9177-0e1914e8545d,10,Plumbing,2014,12,52.02,30
ce85a901-964e-4f32-808c-043d96741195,15153605-1b4c-441d-9177-0e1914e8545d,11,Art,1978,48,21.96,10
e6871d93-4c46-43a5-bc36-17e23127b8e8,15153605-1b4c-441d-9177-0e1914e8545d,12,HVAC,2014,12,84.16,40
29120a3a-3e7d-4091-8271-cb39de069448,15153605-1b4c-441d-9177-0e1914e8545d,13,Fire Protection,2000,26,75.7,30
b2358b25-2fd1-4509-a7a8-a92b567a5253,15153605-1b4c-441d-9177-0e1914e8545d,14,Electric,1990,36,68.0,40
b433b804-46ae-4901-96db-952142f5196b,15153605-1b4c-441d-9177-0e1914e8545d,15,Furnishing,1990,36,68.32,20
2dd7f180-edd3-4738-8492-495589ef17cb,15153605-1b4c-441d-9177-0e1914e8545d,16,Protection,1989,37,88.81,10
23209057-08d8-4ad5-9c28-c59f2ac56eed,15153605-1b4c-441d-9177-0e1914e8545d,17,Special construction,2007,19,57.05,10
bc24d971-8f79-45ae-8efa-546e42e7feb7,15153605-1b4c-441d-9177-0e1914e8545d,18,Improvements,1976,50,74.36,10
57a45440-9e6d-4d27-9df5-e1bb28fb3c0a,15153605-1b4c-441d-9177-0e1914e8545d,19,Utilities,1951,75,60.98,30
696cade5-f872-4757-8b24-0a0dc274d1ca,15153605-1b4c-441d-9177-0e1914e8545d,20,Distribution,2000,26,86.57,30
d6df10ae-a97c-47d0-906f-d1c35d6ff81b,15153605-1b4c-441d-9177-0e1914e8545d,21,Other Construction,1975,51,70.17,30
edf20fe3-274c-4bbc-a643-2dde7a3394f6,15153605-1b4c-441d-9177-0e1914e8545d,22,Special construction2,1960,66,76.82,30
383fc9db-303a-4fa0-ac41-6d708e066ce2,74c9dd8b-be69-468c-826e-91e50b3fe528,1,Foundation,1974,52,78.75,60
55137073-ca3c-4f22-9da6-31ffeb32d2cc,74c9dd8b-be69-468c-826e-91e50b3fe528,2,Basement,1954,72,62.41,60
f2d5f0c9-032f-4e8f-ac34-6dcdca6f519c,74c9dd8b-be69-468c-826e-91e50b3fe528,3,Superstructure,1993,33,79.79,50
066f58ee-231e-4fe2-988b-256168ee2bca,74c9dd8b-be69-468c-826e-91e50b3fe528,4,Exterior Structure,2025,1,52.63,40
d6b474fa-71eb-4c4c-8d05-6705f7a7cb9f,74c9dd8b-be69-468c-826e-91e50b3fe528,5,Roofing,1994,32,54.51,20
188ceeae-6485-4ccf-88cb-cbc3d408c02c,74c9dd8b-be69-468c-826e-91e50b3fe528,6,Interior Construction,1974,52,79.22,30
26f1c452-2e0b-479a-a09c-5374b59b34eb,74c9dd8b-be69-468c-826e-91e50b3fe528,7,Stairs,1983,43,55.1,40
88c111c3-ea00-4075-b1fd-a8a5f2d411cb,74c9dd8b-be69-468c-826e-91e50b3fe528,8,Interior Finishes,1979,47,81.6,20
6cc5e1c2-d5af-486d-9044-31eb95cf0631,74c9dd8b-be69-468c-826e-91e50b3fe528,9,Conveying,2000,26,73.54,10
70fbefb1-77ac-43ab-bf87-853b94664501,74c9dd8b-be69-468c-826e-91e50b3fe528,10,Plumbing,1996,30,80.06,30
ca7ff289-ca17-4d79-9dbd-f61b109dab01,74c9dd8b-be69-468c-826e-91e50b3fe528,12,HVAC,2016,10,79.48,40
640a3bf9-46ac-470c-b989-1c05e19c22d7,74c9dd8b-be69-468c-826e-91e50b3fe528,13,Fire Protection,1974,52,63.74,30
fe7a68e7-2f0e-4fa3-9250-d259aecddfd6,74c9dd8b-be69-468c-826e-91e50b3fe528,14,Electric,1997,29,56.93,40
2718dadd-d4ae-49b7-bd3d-0891d2277587,74c9dd8b-be69-468c-826e-91e50b3fe528,15,Furnishing,1994,32,75.92,20
e6e0df47-7ff3-4962-bc3d-5641318bb041,74c9dd8b-be69-468c-826e-91e50b3fe528,16,Protection,2001,25,99.88,10
519e43c8-c5ae-4858-8275-11ca3dcb56ec,74c9dd8b-be69-468c-826e-91e50b3fe528,18,Improvements,1990,36,65.71,10
e7920a92-7a88-4a47-a1ea-399edfe6e4c9,74c9dd8b-be69-468c-826e-91e50b3fe528,19,Utilities,2011,15,51.97,30
90afdcba-dee5-47eb-ada6-c57e2f69b5c3,74c9dd8b-be69-468c-826e-91e50b3fe528,20,Distribution,2008,18,58.83,30
5d5b0757-4315-4542-a957-435fb344eaa9,74c9dd8b-be69-468c-826e-91e50b3fe528,21,Other Construction,1992,34,57.46,30
035434ec-bede-4b95-accd-c76f1c5a1517,74c9dd8b-be69-468c-826e-91e50b3fe528,22,Special construction2,2011,15,53.17,30
2d70f911-4307-4ae6-8b9f-1e2920b205aa,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,1,Foundation,1997,29,68.8,60
7f4f6e5b-5243-4a6c-91f3-afaf5dc071ac,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,2,Basement,1989,37,71.7,60
37af97a1-f2de-4963-babd-eb779926e9b8,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,3,Superstructure,1958,68,69.44,50
0890a0ce-3e1c-4ee5-9350-2ae7841f307f,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,4,Exterior Structure,1995,31,82.91,40
a3739e01-d3a8-44bf-84a9-e854d244522e,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,5,Roofing,1977,49,64.3,20
1c67775d-9646-400d-98b5-0bb453051411,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,6,Interior Construction,2026,0,79.46,30
1bc49168-f5a3-4a86-bbef-d8fbd74241dd,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,7,Stairs,2010,16,64.68,40
294a8302-6535-4308-bd0e-977bedffdec1,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,8,Interior Finishes,1996,30,54.36,20
edcc4ac0-c436-4bed-963f-f21f522d482e,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,9,Conveying,1989,37,53.42,10
0a1df043-af98-47f7-98dd-2871fd6f1a95,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,10,Plumbing,1951,75,74.01,30
b2ff61d1-a8d9-4d3c-b538-94e0f3e2c552,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,12,HVAC,2013,13,67.96,40
8b5ffaba-1deb-4740-8e6a-b8b99424dec1,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,13,Fire Protection,2020,6,61.82,30
3ed9ff8f-7d00-4a27-8d51-8fca7c96f0c4,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,14,Electric,1969,57,72.98,40
8c6c3296-8486-4177-9a59-f13b1439ef5f,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,15,Furnishing,1983,43,79.23,20
edc36f95-5c5e-4bc0-a2ec-7541df9d8d64,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,16,Protection,2022,4,80.91,10
10220b4f-dcd5-4493-8d85-8fc12f2e5446,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,17,Special construction,2015,11,76.43,10
5a04f1be-dfed-4c3f-a367-fa822394d12f,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,18,Improvements,2005,21,72.8,10
f419325b-73a6-4944-94c8-d46697323e49,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,19,Utilities,1998,28,77.98,30
1a0ac98c-33d6-4542-874a-6e80e5d5d816,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,20,Distribution,1978,48,23.49,30
47b424c7-7db8-4c57-9862-ded8b8813c23,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,21,Other Construction,1976,50,98.15,30
79421f56-d2b8-415c-938e-3cd182d3c99f,342cf5ef-6523-44f5-bc3f-fabc4c4e25a2,22,Special construction2,1995,31,61.7,30
b03819a7-f36b-4667-939f-4518cef746c6,e19128cd-fa51-4162-a429-85f58ba06283,1,Foundation,1958,68,55.42,60
40bdc362-8e09-4062-bf25-8bc589397fcb,e19128cd-fa51-4162-a429-85f58ba06283,2,Basement,1963,63,56.96,60
8d90e8eb-1bb4-4596-86ca-a2defba0a1e0,e19128cd-fa51-4162-a429-85f58ba06283,3,Superstructure,2005,21,76.93,50
4c5bfebe-9687-45e3-9614-883505b6c766,e19128cd-fa51-4162-a429-85f58ba06283,4,Exterior Structure,2012,14,63.82,40
fc1a97b2-0690-4b86-abe8-6d22c72ad0c5,e19128cd-fa51-4162-a429-85f58ba06283,5,Roofing,1992,34,74.07,20
34d56cab-fd9a-4d68-ad83-ac92f0cb2a5e,e19128cd-fa51-4162-a429-85f58ba06283,6,Interior Construction,1963,63,73.38,30
44cd2b54-86b1-4d8a-a96c-b0b00fe5a340,e19128cd-fa51-4162-a429-85f58ba06283,7,Stairs,1993,33,59.88,40
30ff4614-28f9-4783-a0c1-46fa4203cc0a,e19128cd-fa51-4162-a429-85f58ba06283,8,Interior Finishes,1996,30,66.52,20
811da0f5-62af-42cc-afd6-b81fff169777,e19128cd-fa51-4162-a429-85f58ba06283,9,Conveying,2008,18,78.25,10
a0b89f45-fc3e-4f23-95e4-29dc79033929,e19128cd-fa51-4162-a429-85f58ba06283,10,Plumbing,2021,5,61.1,30
723a3f91-18d6-4742-bfb1-8c7b26031f93,e19128cd-fa51-4162-a429-85f58ba06283,12,HVAC,1990,36,71.19,40
87aa7e4c-d019-4198-bb9e-be909b360e85,e19128cd-fa51-4162-a429-85f58ba06283,13,Fire Protection,1998,28,58.28,30
f6eb0eb7-2d39-44d1-b6ce-3b7d9dc2102a,e19128cd-fa51-4162-a429-85f58ba06283,14,Electric,2019,7,51.96,40
1f93ee10-ae9c-4df6-bf19-ea649723a9ee,e19128cd-fa51-4162-a429-85f58ba06283,15,Furnishing,1970,56,79.56,20
0e5d2a2f-83f4-4a99-8bf7-a35b4a5cc70d,e19128cd-fa51-4162-a429-85f58ba06283,16,Protection,1948,78,64.0,10
827b75d0-95ad-4726-ae7c-e729c8602c7b,e19128cd-fa51-4162-a429-85f58ba06283,17,Special construction,2015,11,67.73,10
8fba6801-d004-47ad-b9aa-f8cbac0b4ac1,e19128cd-fa51-4162-a429-85f58ba06283,18,Improvements,1987,39,54.87,10
2905c410-cc72-46bd-97a7-5d940fc200f1,e19128cd-fa51-4162-a429-85f58ba06283,19,Utilities,1965,61,65.27,30
0fba1804-9cb3-4f7c-bcad-5adfa209845a,e19128cd-fa51-4162-a429-85f58ba06283,20,Distribution,1971,55,70.08,30
6657ba56-63b4-4dd5-969e-7dc02359db35,e19128cd-fa51-4162-a429-85f58ba06283,21,Other Construction,2012,14,60.81,30
